,P001_WA1,P001_WA2,P001_WA3,P001_WA4,P001_WA5,P001_WA6,P001_WA7,P001_WA8,P001_WA9,P001_WB1,P001_WB2,P001_WB3,P001_WB4,P001_WB5,P001_WB6,P001_WB7,P001_WB8,P001_WB9,P001_WC1,P001_WC2,P001_WC3,P001_WC4,P001_WC5,P001_WC6,P001_WC7,P001_WC8,P001_WC9,P001_WD1,P001_WD2,P001_WD3,P001_WD4,P001_WD5,P001_WD6,P001_WD7,P001_WD8,P001_WD9,P001_WE1,P001_WE3,P001_WE4,P001_WE5,P001_WE6,P001_WE7,P001_WE8,P001_WE9,P001_WF1,P001_WF2,P001_WF3,P001_WF4,P001_WF5,P001_WF6,P001_WF7,P001_WF8,P001_WF9,P001_WG1,P001_WG2,P001_WG3,P001_WG4,P001_WG5,P001_WG6,P001_WG7,P001_WG8,P001_WH1,P001_WH2,P001_WH3,P001_WH4,P001_WH5,P001_WH6,P001_WH7,P001_WH8,P002_WA01,P002_WA02,P002_WA03,P002_WA04,P002_WA05,P002_WA06,P002_WA07,P002_WA08,P002_WA09,P002_WA10,P002_WA11,P002_WB01,P002_WB02,P002_WB03,P002_WB04,P002_WB05,P002_WB06,P002_WB07,P002_WB08,P002_WB09,P002_WB10,P002_WB11,P002_WC01,P002_WC02,P002_WC03,P002_WC04,P002_WC05,P002_WC06,P002_WC07,P002_WC09,P002_WC10,P002_WC11,P002_WD01,P002_WD02,P002_WD03,P002_WD04,P002_WD05,P002_WD06,P002_WD07,P002_WD08,P002_WD09,P002_WD10,P002_WE01,P002_WE02,P002_WE03,P002_WE04,P002_WE05,P002_WE06,P002_WE07,P002_WE08,P002_WE09,P002_WE10,P002_WF01,P002_WF02,P002_WF03,P002_WF04,P002_WF05,P002_WF06,P002_WF07,P002_WF08,P002_WF09,P002_WF10,P002_WG01,P002_WG02,P002_WG03,P002_WG04,P002_WG05,P002_WG06,P002_WG07,P002_WG08,P002_WG09,P002_WG10,P002_WH01,P002_WH02,P002_WH03,P002_WH04,P002_WH05,P002_WH06,P002_WH07,P002_WH08,P002_WH09,P002_WH10,P001_WE2,P002_WC08,P002_WD11
P002_WF10,0.1413368244,0.1395039840,0.1431484821,0.1410240682,0.1422617020,0.1414767382,0.1414609951,0.1408572878,0.1406092610,0.1417223114,0.1412716727,0.1378972117,0.1412941578,0.1416388248,0.1407685904,0.1432945002,0.1426266252,0.1420106370,0.1395621911,0.1404462763,0.1427880651,0.1386436949,0.1376228478,0.1424407776,0.1428728638,0.1409184610,0.1403984106,0.1346784621,0.1388620645,0.1423836469,0.1396779950,0.1411951648,0.1423603925,0.1438311839,0.1410437674,0.1353273199,0.1353929537,0.1408963827,0.1408041652,0.1396451752,0.1414215632,0.1426771755,0.1432682195,0.1331646275,0.1337506503,0.1408352651,0.1338699167,0.1405147320,0.1365269385,0.1418078212,0.1427806036,0.1392979600,0.1340993799,0.1414823148,0.1389715162,0.1341186097,0.1405058962,0.1379073625,0.1412830106,0.1434149054,0.1414029404,0.1420312300,0.1432957572,0.1343352900,0.1417991107,0.1421608949,0.1401687040,0.1404246679,0.1381797949,0.1406059866,0.1278812689,0.1391813651,0.1313078544,0.1417129579,0.1400433041,0.1391286480,0.1413708430,0.1362900569,0.1358867753,0.0898759228,0.1387974659,0.1307203368,0.1391244108,0.1407710882,0.1398115573,0.1408104032,0.1405127307,0.1414328115,0.1399045804,0.1201517227,0.0905381668,0.1303862704,0.1313873603,0.1419997350,0.1410433437,0.1394235841,0.1405884737,0.1425676930,0.1404370575,0.0912401817,0.0882439139,0.1268586202,0.1316261958,0.1423937286,0.1386550917,0.1395695884,0.1407214026,0.1391721634,0.1384252713,0.1392846997,0.1356357236,0.1318513517,0.1309289525,0.1305903141,0.1404043167,0.1421047898,0.1407889079,0.1414655957,0.1397344055,0.1407768206,0.1329895142,0.1265449458,0.1324669137,0.1345964104,0.1391197654,0.1403419825,0.1405704990,0.1408464547,0.1411455618,0.1417214124,,,,,,,,,,,,,,,,,,,,,,,,
P002_WG01,0.0384195688,0.0376718453,0.0378048345,0.0341671733,0.0329936958,0.0374268060,0.0378166301,0.0376555195,0.0375617991,0.0391384059,0.0377961619,0.0360224173,0.0328473193,0.0331079620,0.0380136514,0.0400534769,0.0377167184,0.0368412007,0.0370934691,0.0375165143,0.0376291740,0.0326272720,0.0306212537,0.0399841367,0.0377954894,0.0380567699,0.0375579298,0.0355633842,0.0376004248,0.0384749384,0.0328455179,0.0329912840,0.0393409732,0.0397207088,0.0374918567,0.0516514105,0.0374373328,0.0363897537,0.0317033421,0.0348730120,0.0392286184,0.0386696283,0.0386310590,0.0510064691,0.0344974029,0.0363473088,0.0325808735,0.0340213012,0.0335821289,0.0381012638,0.0392452311,0.0371668632,0.0519931212,0.0379226256,0.0373278373,0.0318735310,0.0328845130,0.0356010003,0.0376453698,0.0382370761,0.0385052930,0.0385930878,0.0399756655,0.0297884874,0.0336888964,0.0366003184,0.0379957765,0.0380800166,0.0365420583,0.0380815353,0.0295452080,0.0375259767,0.0321086673,0.0382033852,0.0381094257,0.0370439660,0.0373778877,0.0368144180,0.0589549392,0.1430925193,0.0366951207,0.0294003701,0.0377985035,0.0372236224,0.0366129942,0.0376827301,0.0370032279,0.0386002245,0.0369511935,0.0497688388,0.1388579034,0.0294931973,0.0295022961,0.0379678502,0.0375888093,0.0364346603,0.0382373091,0.0388385750,0.0374877006,0.0397876140,0.1336001224,0.0295011549,0.0285589590,0.0390824033,0.0357018177,0.0372719568,0.0374988325,0.0370183119,0.0373348628,0.0368694990,0.0516696119,0.0303923231,0.0287556155,0.0325980491,0.0373754126,0.0398790543,0.0375856263,0.0387020566,0.0370877402,0.0380888207,0.0495226574,0.0290650930,0.0288253997,0.0358765551,0.0368270593,0.0371598790,0.0378862710,0.0384812803,0.0392905760,0.0393469666,0.1336190920,,,,,,,,,,,,,,,,,,,,,,,
P002_WG02,0.0351221554,0.0355429465,0.0348521372,0.0317980231,0.0299419987,0.0340557428,0.0343293027,0.0353975726,0.0342152245,0.0369306658,0.0348234813,0.0326984405,0.0298656572,0.0303585524,0.0345926122,0.0370759981,0.0354171356,0.0338509843,0.0342346153,0.0339395989,0.0351915582,0.0297017985,0.0288748641,0.0360714007,0.0351599757,0.0357208374,0.0341308897,0.0343955121,0.0337011583,0.0348640846,0.0301725369,0.0302308713,0.0362642718,0.0361924685,0.0354560597,0.0479143682,0.0345946026,0.0339869468,0.0293387558,0.0328748006,0.0357754315,0.0362632376,0.0353189980,0.0472172748,0.0309118660,0.0348145573,0.0278859238,0.0316819822,0.0311291519,0.0347969613,0.0365933092,0.0347502733,0.0481552604,0.0352841847,0.0345014129,0.0287087245,0.0304115846,0.0331314865,0.0337655004,0.0358398262,0.0353785639,0.0354417015,0.0352481636,0.0267729334,0.0314575901,0.0324855559,0.0340646400,0.0344510524,0.0339286881,0.0340802851,0.0273003295,0.0345474786,0.0308382968,0.0357148763,0.0351741156,0.0339267130,0.0341312692,0.0330094273,0.0552040703,0.1357966514,0.0331859063,0.0266375218,0.0343458252,0.0337648126,0.0346318720,0.0349659967,0.0344645571,0.0350901868,0.0328707521,0.0478224737,0.1338404157,0.0266654553,0.0267544980,0.0345605862,0.0350233720,0.0327740456,0.0346452480,0.0348538139,0.0337878144,0.0393747537,0.1268844737,0.0284394189,0.0267007099,0.0365116990,0.0333641884,0.0337036686,0.0349326025,0.0344243261,0.0340285028,0.0342134787,0.0484881510,0.0288123954,0.0249937068,0.0313553541,0.0345256466,0.0369742150,0.0348613917,0.0344460988,0.0332631172,0.0345712560,0.0471588825,0.0272799841,0.0270916695,0.0336579477,0.0345042055,0.0353302695,0.0344660485,0.0351891578,0.0352071433,0.0348728811,0.1271231537,0.0278726510,,,,,,,,,,,,,,,,,,,,,,
P002_WG03,0.0340263112,0.0345884534,0.0353909314,0.0372153469,0.0364890236,0.0342156890,0.0352522346,0.0345644114,0.0339676850,0.0361808887,0.0340906121,0.0330535146,0.0362068529,0.0365972266,0.0341018200,0.0369589222,0.0354623715,0.0344576213,0.0337391105,0.0341822063,0.0355325034,0.0349238810,0.0341085648,0.0361453632,0.0348552035,0.0349990531,0.0343081035,0.0311591870,0.0336465483,0.0352730158,0.0354345724,0.0363543692,0.0355243236,0.0359682574,0.0348232069,0.0513389059,0.0308365936,0.0329286393,0.0353801665,0.0343319079,0.0351903801,0.0358738136,0.0357491706,0.0509748368,0.0312109300,0.0339515000,0.0359931110,0.0368475518,0.0324479310,0.0351701156,0.0353432559,0.0354023812,0.0520863015,0.0344828655,0.0341276050,0.0339189874,0.0356408919,0.0318755371,0.0343174359,0.0349967241,0.0353147761,0.0351144011,0.0362126821,0.0342076537,0.0357299113,0.0333256450,0.0343410267,0.0345097612,0.0330108240,0.0345425295,0.0332318045,0.0336271312,0.0272957233,0.0348306955,0.0337863748,0.0336946537,0.0347174763,0.0333234014,0.0588507435,0.1440763777,0.0335312291,0.0336391521,0.0346573447,0.0338081252,0.0338595954,0.0336596752,0.0335328621,0.0345759493,0.0343698598,0.0502310653,0.1389210544,0.0340246311,0.0331560936,0.0339590629,0.0347278910,0.0344913568,0.0347535901,0.0348643129,0.0336138388,0.0393713408,0.1323805408,0.0322640940,0.0319490783,0.0360904964,0.0328351149,0.0340123165,0.0340011573,0.0341397588,0.0332320805,0.0332841607,0.0513211875,0.0344586678,0.0330794164,0.0299021741,0.0347341319,0.0362904206,0.0353487064,0.0347641540,0.0334397603,0.0348328455,0.0490500867,0.0331920580,0.0340480405,0.0293262117,0.0350787132,0.0342206624,0.0343147624,0.0349820903,0.0359644542,0.0351349568,0.1342735735,0.0350488600,0.0334160706,,,,,,,,,,,,,,,,,,,,,
P002_WG04,0.0253890462,0.0255672055,0.0258584912,0.0308623509,0.0299070239,0.0246326846,0.0254145562,0.0261822871,0.0226294300,0.0268027931,0.0253870087,0.0249657337,0.0297305615,0.0299542008,0.0175573228,0.0260212941,0.0256425713,0.0218168706,0.0255551696,0.0245048227,0.0269475818,0.0284244750,0.0279943686,0.0167498750,0.0263958985,0.0248029358,0.0223311686,0.0348769439,0.0252467439,0.0261569300,0.0297250353,0.0296328128,0.0180022971,0.0268028433,0.0251061800,0.0551090961,0.0338907683,0.0258609026,0.0294398201,0.0249665906,0.0178474789,0.0256663293,0.0252609203,0.0545312972,0.0323075776,0.0254007654,0.0370826620,0.0305601333,0.0242650337,0.0255421194,0.0256208697,0.0248772900,0.0552955534,0.0258904321,0.0253881367,0.0377914168,0.0303417492,0.0344113098,0.0255977221,0.0248301070,0.0242316281,0.0262426400,0.0268214392,0.0364771847,0.0303599220,0.0238092540,0.0252640735,0.0241689096,0.0224726187,0.0255474461,0.0362059636,0.0254209822,0.0320421254,0.0161505791,0.0257097951,0.0248158770,0.0255104770,0.0239163996,0.0607081509,0.1463869853,0.0245374747,0.0354486576,0.0257361922,0.0251625610,0.0252451777,0.0255424418,0.0252459192,0.0251721039,0.0246441876,0.0518953890,0.1438873578,0.0351945000,0.0358782065,0.0255430230,0.0242245786,0.0253317024,0.0244925568,0.0258545004,0.0252056424,0.0413394273,0.1387100980,0.0342282788,0.0353576067,0.0265688319,0.0237525750,0.0248915152,0.0260400128,0.0245322474,0.0254290230,0.0251007719,0.0552674438,0.0352677869,0.0353376850,0.0303000594,0.0237359045,0.0257256807,0.0262845370,0.0261943927,0.0251433254,0.0257696317,0.0535241250,0.0346378446,0.0363013351,0.0343500149,0.0239506815,0.0239448554,0.0257675644,0.0254932292,0.0256117693,0.0264147515,0.1383220927,0.0378992728,0.0346656916,0.0341715783,,,,,,,,,,,,,,,,,,,,
P002_WG05,0.0231575423,0.0244521476,0.0243538960,0.0329602629,0.0321046207,0.0287040412,0.0242275037,0.0234406962,0.0269152672,0.0250131904,0.0242705498,0.0233419895,0.0313876633,0.0320484997,0.0255221752,0.0253742188,0.0221096169,0.0257247418,0.0233653020,0.0229674634,0.0260911612,0.0307625556,0.0295722726,0.0273512930,0.0241315597,0.0229782076,0.0259782707,0.0369565301,0.0226069076,0.0245476050,0.0308698195,0.0322833818,0.0270494755,0.0249243766,0.0236220929,0.0572235220,0.0370661402,0.0257080942,0.0303005479,0.0275852732,0.0272336550,0.0225881169,0.0228029025,0.0565295893,0.0358389052,0.0237267134,0.0386303046,0.0325250411,0.0275106504,0.0238407842,0.0237208093,0.0211883451,0.0575224045,0.0236598713,0.0229103472,0.0381877303,0.0324607070,0.0377039359,0.0232607303,0.0229470982,0.0220965757,0.0249849882,0.0249970009,0.0370839967,0.0324041381,0.0276942553,0.0240766825,0.0223244690,0.0259906863,0.0238278893,0.0370988178,0.0238307836,0.0335921645,0.0273814426,0.0241515209,0.0241035194,0.0242552099,0.0234580815,0.0623936814,0.1504554795,0.0224381761,0.0371389584,0.0235473996,0.0237944280,0.0248913667,0.0236490862,0.0228930818,0.0231989206,0.0227836547,0.0524506398,0.1482325482,0.0363658534,0.0368558788,0.0234773092,0.0231731040,0.0239803413,0.0235868567,0.0249028722,0.0246965450,0.0414482959,0.1423772668,0.0353480405,0.0366169191,0.0250780297,0.0224332240,0.0243321346,0.0238607155,0.0229329705,0.0240006658,0.0233544439,0.0568735619,0.0365297161,0.0372067056,0.0332342691,0.0216509311,0.0131259946,0.0245825679,0.0244406292,0.0235489801,0.0243815347,0.0548737649,0.0355680307,0.0376642199,0.0385421787,0.0208634718,0.0129897080,0.0236441041,0.0244850810,0.0246813379,0.0252220138,0.1426006455,0.0386271767,0.0361094586,0.0359585795,0.0247698168,,,,,,,,,,,,,,,,,,,
P002_WG06,0.0164735501,0.0176678132,0.0203039944,0.0319238999,0.0310924148,0.0280185082,0.0194402935,0.0221396583,0.0263131020,0.0169211505,0.0162881509,0.0195043909,0.0302048129,0.0305767984,0.0252176864,0.0177611086,0.0234648239,0.0257129259,0.0157999455,0.0170909477,0.0220932657,0.0292402149,0.0282227262,0.0272230366,0.0185670384,0.0224545207,0.0257037492,0.0361136219,0.0163233094,0.0206264887,0.0287623342,0.0310916050,0.0265319426,0.0169928878,0.0225814743,0.0548613526,0.0356472881,0.0208787364,0.0294981269,0.0278562493,0.0257983429,0.0234404610,0.0243631120,0.0541615498,0.0340549792,0.0158214761,0.0372246182,0.0304639207,0.0258907953,0.0184670021,0.0229291802,0.0233394134,0.0551544629,0.0171320812,0.0171293218,0.0373630233,0.0300907108,0.0350875349,0.0178501771,0.0236072833,0.0230242267,0.0171789142,0.0169393559,0.0363343430,0.0315722769,0.0269932561,0.0189541732,0.0217568187,0.0259093950,0.0168303011,0.0356496742,0.0162952470,0.0322167449,0.0274242421,0.0152605626,0.0141215742,0.0155207615,0.0156364873,0.0598464722,0.1478811638,0.0160145508,0.0347389492,0.0161043947,0.0184380366,0.0202706697,0.0150414560,0.0151506787,0.0150708654,0.0159149816,0.0512835362,0.1449222847,0.0347067230,0.0358222880,0.0157046514,0.0184212774,0.0206845488,0.0154299490,0.0157945051,0.0168375712,0.0416923385,0.1398730149,0.0349811134,0.0352347939,0.0158590411,0.0177300130,0.0192255578,0.0149600081,0.0161658860,0.0149266303,0.0161832687,0.0548928107,0.0345562249,0.0352827760,0.0317966747,0.0222679249,0.0242165001,0.0163541337,0.0151008133,0.0154411836,0.0162807957,0.0534589248,0.0340281479,0.0365665837,0.0367545521,0.0223706476,0.0234394279,0.0157466716,0.0152232967,0.0167592388,0.0172553499,0.1395925996,0.0378239796,0.0345421481,0.0347353664,0.0259612546,0.0236056869,,,,,,,,,,,,,,,,,,
P002_WG07,0.0173632285,0.0172679558,0.0197961879,0.0311881774,0.0303159601,0.0265546236,0.0183298625,0.0220741944,0.0253105684,0.0174762370,0.0162991163,0.0191211736,0.0292415465,0.0303453966,0.0240642957,0.0173375301,0.0223921580,0.0248475710,0.0163043331,0.0163249572,0.0209201719,0.0284084005,0.0284401335,0.0261122897,0.0170788219,0.0217670481,0.0246594566,0.0351088108,0.0163103406,0.0200363989,0.0286103511,0.0302814619,0.0258357132,0.0169094567,0.0229561660,0.0539692251,0.0348416998,0.0200961756,0.0283568172,0.0268741663,0.0254566886,0.0236656889,0.0228638295,0.0536914465,0.0333175714,0.0161407839,0.0362102713,0.0299445168,0.0258154058,0.0171489290,0.0236583614,0.0221462630,0.0539500936,0.0158537917,0.0163517410,0.0369237507,0.0301614186,0.0346033152,0.0186295815,0.0227551070,0.0223357522,0.0175023874,0.0174658210,0.0358259353,0.0303650242,0.0258369324,0.0181028092,0.0213143072,0.0247303375,0.0166013412,0.0353548493,0.0161375522,0.0309648433,0.0258870213,0.0155318969,0.0147156989,0.0153987562,0.0154631462,0.0598575283,0.1470975290,0.0156537334,0.0338526874,0.0161738252,0.0178462925,0.0196598203,0.0158205430,0.0144800224,0.0134741450,0.0144000127,0.0509072684,0.1445609374,0.0336926905,0.0354412779,0.0147821810,0.0174191625,0.0191139037,0.0152830883,0.0154093605,0.0161889706,0.0405876036,0.1399339626,0.0335435280,0.0340608693,0.0153664082,0.0176424874,0.0195947983,0.0160623745,0.0148725551,0.0142031691,0.0156924246,0.0539696108,0.0338612803,0.0352190406,0.0311095362,0.0220086056,0.0237636569,0.0149094323,0.0148827019,0.0139921622,0.0155726996,0.0520591405,0.0333811852,0.0355300372,0.0348126762,0.0218383450,0.0221002792,0.0138100343,0.0148086451,0.0144119856,0.0164708178,0.1389581010,0.0367588885,0.0336492915,0.0330323558,0.0245232945,0.0227378799,0.0148145597,,,,,,,,,,,,,,,,,
P002_WG08,0.0191917775,0.0184931655,0.0226818359,0.0332267373,0.0317830042,0.0286948784,0.0206176940,0.0235140236,0.0274461777,0.0201143103,0.0171737056,0.0206171075,0.0318194850,0.0324358656,0.0269751996,0.0191209187,0.0245057778,0.0281176392,0.0172382304,0.0179937902,0.0231203491,0.0313302869,0.0301966331,0.0285930559,0.0191376316,0.0254707045,0.0267179996,0.0377140740,0.0176651521,0.0227921242,0.0313090680,0.0322398804,0.0289241284,0.0194264718,0.0256131680,0.0566043054,0.0370826623,0.0222236077,0.0313893888,0.0282898797,0.0285420906,0.0247799687,0.0266992945,0.0558402190,0.0342037127,0.0175614252,0.0378894319,0.0326712197,0.0276600842,0.0206701540,0.0249378515,0.0250506760,0.0567089130,0.0174547551,0.0176567681,0.0382287824,0.0324500604,0.0367286950,0.0209952375,0.0246566345,0.0251352674,0.0183285471,0.0196780502,0.0370068706,0.0327309074,0.0287657885,0.0214655424,0.0232556581,0.0267431242,0.0168978969,0.0364560320,0.0174408962,0.0331021530,0.0283106227,0.0172670236,0.0168081843,0.0181413480,0.0098589250,0.0623557766,0.1511817695,0.0164814399,0.0373779688,0.0178879135,0.0204964744,0.0216060338,0.0169402257,0.0168684304,0.0180006336,0.0174844449,0.0521196448,0.1494893883,0.0364214356,0.0366256713,0.0176586917,0.0199933320,0.0225189773,0.0176553980,0.0178345755,0.0180438205,0.0418027869,0.1437166072,0.0343988247,0.0356343045,0.0193088582,0.0189993547,0.0210800085,0.0178234155,0.0174022526,0.0167805685,0.0174699062,0.0568809454,0.0352715767,0.0362945897,0.0333223517,0.0243210961,0.0267586966,0.0180384972,0.0175888299,0.0174195184,0.0186038679,0.0547249047,0.0344785158,0.0375075158,0.0376309859,0.0251976509,0.0249564072,0.0182548393,0.0177116923,0.0176033100,0.0188130344,0.1432978221,0.0384431510,0.0352179962,0.0360188903,0.0272746681,0.0258060172,0.0172943084,0.0176699483,,,,,,,,,,,,,,,,
P002_WG09,0.0632966817,0.0621732564,0.0633237228,0.0616775936,0.0629161545,0.0617885029,0.0630187555,0.0622458937,0.0620411934,0.0645265388,0.0616871743,0.0606017379,0.0612892973,0.0630370828,0.0626417466,0.0640679778,0.0640307972,0.0629936836,0.0612980586,0.0604709355,0.0633449389,0.0596671605,0.0597323918,0.0622871683,0.0638122838,0.0624740821,0.0613507900,0.0619977322,0.0610685889,0.0631013328,0.0604525290,0.0627929439,0.0629354433,0.0642495844,0.0622747252,0.0532415061,0.0633412991,0.0619027938,0.0604882813,0.0603919838,0.0624254573,0.0628600919,0.0639306569,0.0524988844,0.0596409177,0.0619064990,0.0605799392,0.0629325823,0.0593852924,0.0631871295,0.0626620136,0.0625253291,0.0530893733,0.0624412842,0.0609364998,0.0592126935,0.0617228718,0.0623228456,0.0621680039,0.0625514168,0.0622721135,0.0629801666,0.0634418365,0.0575794549,0.0625511730,0.0617462398,0.0623337641,0.0616511611,0.0613781177,0.0606108070,0.0556437127,0.0606742682,0.0574135204,0.0627086949,0.0618144631,0.0617881856,0.0620151073,0.0590275060,0.0126048135,0.1454378844,0.0603919371,0.0571770562,0.0619344369,0.0609340257,0.0605904252,0.0625277578,0.0621324862,0.0626898449,0.0610698073,0.0499726204,0.1424368720,0.0572165978,0.0575431764,0.0634925468,0.0620368857,0.0613972050,0.0627179300,0.0637091220,0.0621644676,0.0405336577,0.1368023733,0.0557162170,0.0563423048,0.0640784567,0.0607423199,0.0615669810,0.0618748528,0.0613459003,0.0609738465,0.0601981687,0.0529746513,0.0582891025,0.0569939802,0.0575135118,0.0616667212,0.0641301993,0.0630840238,0.0622992759,0.0603699997,0.0608852486,0.0517376842,0.0567296836,0.0583084590,0.0606371799,0.0613771197,0.0623950588,0.0623903642,0.0629906969,0.0630060881,0.0631965296,0.1374444772,0.0594289912,0.0556417447,0.0605826459,0.0616528591,0.0633929777,0.0610350994,0.0608158976,0.0634518997,,,,,,,,,,,,,,,
P002_WG10,0.1665411857,0.1656190548,0.1694796070,0.1671837152,0.1698094485,0.1685018545,0.1692064324,0.1677714421,0.1687636436,0.1679997541,0.1671826977,0.1631230268,0.1684349069,0.1688176230,0.1687537395,0.1693905495,0.1673688581,0.1687276057,0.1675216563,0.1644114058,0.1681248365,0.1648803869,0.1642729110,0.1699869462,0.1690314635,0.1674572069,0.1673526777,0.1601010262,0.1640707605,0.1710847573,0.1667837497,0.1689180377,0.1692017412,0.1718739166,0.1688326513,0.1616211891,0.1607305318,0.1674548066,0.1673651634,0.1664926118,0.1686761876,0.1689286050,0.1699843799,0.1588274230,0.1594524142,0.1674665700,0.1568149839,0.1660711678,0.1627443495,0.1684686059,0.1679317437,0.1657422012,0.1618954931,0.1678246865,0.1637878213,0.1575396962,0.1681248100,0.1629152837,0.1671310543,0.1698906414,0.1675520987,0.1689444374,0.1698762585,0.1590108556,0.1688625962,0.1682094073,0.1674781933,0.1668951582,0.1666291170,0.1659516333,0.1487357638,0.1647423555,0.1531543693,0.1673518662,0.1659141112,0.1651976407,0.1661054430,0.1609308248,0.1632822827,0.1211399102,0.1632615856,0.1529323321,0.1652555416,0.1665361627,0.1667758772,0.1667745411,0.1662845570,0.1688851882,0.1663636793,0.1407829785,0.1213765424,0.1531212635,0.1539229928,0.1677120900,0.1669573628,0.1630734410,0.1676645066,0.1687510377,0.1656528735,0.1045966183,0.1165694784,0.1470633320,0.1521272123,0.1677133426,0.1639734542,0.1654928184,0.1678586136,0.1644209956,0.1645431190,0.1635913439,0.1627991931,0.1543809898,0.1528185069,0.1534128914,0.1664939666,0.1682284372,0.1664188950,0.1682483190,0.1646096141,0.1657631967,0.1583653807,0.1454166731,0.1533965340,0.1593928960,0.1652261088,0.1660819283,0.1661593051,0.1666802299,0.1686854028,0.1686317363,0.1203316489,0.1594129267,0.1489873354,0.1574125875,0.1644081040,0.1696421065,0.1643197894,0.1641986666,0.1704018436,0.1641209824,,,,,,,,,,,,,,
P002_WH01,0.0338350187,0.0342140036,0.0334039347,0.0303926317,0.0289928483,0.0331979801,0.0331278917,0.0334305945,0.0338798093,0.0343541295,0.0329901841,0.0318453030,0.0285127079,0.0294267222,0.0336357613,0.0347116850,0.0345002129,0.0328325892,0.0325040725,0.0328965302,0.0334509303,0.0293613042,0.0279022192,0.0344777552,0.0337041551,0.0335152164,0.0340652162,0.0324393663,0.0323749199,0.0337121671,0.0293407263,0.0284884826,0.0352667158,0.0339665988,0.0339876197,0.0476708603,0.0333927176,0.0334573232,0.0277816141,0.0313656759,0.0350025031,0.0352034431,0.0341447245,0.0475428798,0.0310545166,0.0333478789,0.0272826911,0.0299373510,0.0307167445,0.0334747228,0.0349077298,0.0334174001,0.0486218829,0.0331979655,0.0333012938,0.0276290911,0.0297546617,0.0323530795,0.0332873463,0.0340322864,0.0339550659,0.0336093251,0.0344796501,0.0263087127,0.0304755599,0.0320951046,0.0336828103,0.0332496342,0.0335258238,0.0325095866,0.0263085856,0.0333046005,0.0313209908,0.0356510467,0.0334152373,0.0315994839,0.0333094848,0.0321873661,0.0543185497,0.1361884234,0.0322243369,0.0251174651,0.0333790726,0.0326535823,0.0330496414,0.0327451982,0.0332173046,0.0328323285,0.0315161978,0.0479035871,0.1333117045,0.0275414877,0.0255171098,0.0332996041,0.0329478469,0.0327464363,0.0323157206,0.0337196102,0.0332627763,0.0401039818,0.1275989863,0.0279560306,0.0256984107,0.0347629792,0.0328177376,0.0327596971,0.0332212579,0.0326494774,0.0331404047,0.0327101403,0.0491134555,0.0284269830,0.0252502274,0.0306987254,0.0334522399,0.0353470903,0.0338333069,0.0335128246,0.0320378074,0.0331253126,0.0474914151,0.0257573424,0.0264915947,0.0344864864,0.0337950669,0.0338377240,0.0331383349,0.0336387301,0.0336540999,0.0332405483,0.1292230779,0.0277287099,0.0229510291,0.0328014922,0.0339923400,0.0342237593,0.0322935149,0.0321460974,0.0343068999,0.0554182865,0.1526192413,,,,,,,,,,,,,
P002_WH02,0.0157346322,0.0164986909,0.0200006287,0.0316149523,0.0299009409,0.0270455498,0.0192510871,0.0220567111,0.0256113616,0.0165346634,0.0157068353,0.0195385590,0.0296133055,0.0301906297,0.0250242052,0.0169028633,0.0227677747,0.0254356080,0.0148832962,0.0155572682,0.0215648690,0.0292801851,0.0279729777,0.0256177069,0.0157809256,0.0223218191,0.0247748213,0.0364450231,0.0157179780,0.0209434134,0.0289124721,0.0294446449,0.0261768501,0.0171154693,0.0229536816,0.0554349555,0.0354609825,0.0206715530,0.0290997217,0.0268205060,0.0264494739,0.0231139531,0.0239664675,0.0542826083,0.0328760371,0.0152380604,0.0377621222,0.0315179377,0.0260935408,0.0190488136,0.0237669739,0.0227491069,0.0550533186,0.0155470141,0.0154965187,0.0370058628,0.0303342987,0.0350035661,0.0194177301,0.0220637805,0.0222489742,0.0162501133,0.0175405894,0.0362290628,0.0305787741,0.0259956679,0.0199154526,0.0219532053,0.0246695015,0.0143641828,0.0358607113,0.0152586385,0.0318337945,0.0271116508,0.0170051942,0.0168684757,0.0173247023,0.0158547949,0.0616690868,0.1474963475,0.0145099196,0.0357237528,0.0146525371,0.0189469608,0.0210038520,0.0168705292,0.0162635816,0.0169480524,0.0165118738,0.0518408670,0.1444060379,0.0346775694,0.0357075062,0.0165683126,0.0183777776,0.0204885270,0.0166600770,0.0175626105,0.0178519009,0.0414896668,0.1390307643,0.0335843648,0.0349429933,0.0191262799,0.0180176171,0.0197005795,0.0169726415,0.0166101164,0.0162847174,0.0181050687,0.0555090383,0.0353168985,0.0354419546,0.0313839772,0.0226481748,0.0233579724,0.0175195256,0.0169056627,0.0167462190,0.0181405851,0.0534834861,0.0333939353,0.0364795904,0.0359357361,0.0228344196,0.0227899178,0.0166437965,0.0169526742,0.0167440492,0.0179958736,0.1386002302,0.0377699718,0.0348292963,0.0343865883,0.0248579500,0.0229857105,0.0167190082,0.0165403630,0.0169080854,0.0623047193,0.1657601098,0.0330613398,,,,,,,,,,,,
